DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,UNIT_MEASURE:Unit of measure,OBS_STATUS:Observation Status,OBS_CONF:Observation confidentaility,LOWER_BOUND:Lower Bound,UPPER_BOUND:Upper Bound,WGTD_SAMPL_SIZE:Weighted Sample Size,OBS_FOOTNOTE:Observation footnote,SERIES_FOOTNOTE:Series footnote,DATA_SOURCE:Data Source,SOURCE_LINK:Citation of or link to the data source,CUSTODIAN:Custodian,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,REF_PERIOD:Reference Period,COVERAGE_TIME:The period of time for which data are provided,AGE:Current age
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1993,160.7169543,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,147.6578544,174.0640889,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1994,155.4657829,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,143.1117606,168.0508575,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1995,150.5955629,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,138.9569274,162.3872408,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1996,145.9517953,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,134.9147326,157.2419834,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1997,141.4991374,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,131.0372052,152.5246098,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1998,137.2853929,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,127.3832083,147.8936566,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,1999,133.2309685,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,123.7429394,143.4290342,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2000,129.1785073,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,120.1286949,139.1949081,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2001,125.1858137,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,116.3991543,135.0304515,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2002,121.0636651,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,112.6111857,130.5801708,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2003,116.9118769,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,108.7489345,125.9994535,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2004,112.6311615,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,104.7769753,121.3925921,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2005,108.380649,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,100.7033202,116.840547,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2006,104.1164136,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,96.73174859,112.2554176,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2007,99.89214902,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,92.75039565,107.8094158,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2008,95.71578548,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,88.58395348,103.4938236,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2009,91.68160627,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,84.45024625,99.49614164,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2010,87.75619339,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,80.3560014,95.85942779,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2011,83.97011857,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,76.39957487,92.36882517,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2012,80.33995556,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,72.36013734,89.2019353,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2013,76.87090484,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,68.34807933,86.18911884,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2014,73.60150264,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,64.42298901,83.37663105,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2015,70.44674478,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,60.55122892,80.8877063,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2016,67.48670655,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,56.83052875,78.43201161,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2017,64.83309395,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,53.41864309,76.56575953,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2018,62.33866698,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,50.18707573,75.34148693,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2019,60.13503364,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,47.10371251,74.60499771,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY0T4: Under-five mortality rate,_T: Total,2020,57.97538446,,"D_PER_1000_B: Deaths per 1,000 live births",A: Normal value,,44.17673412,74.15637848,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1990,9.669314588,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,27.45074513,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1991,9.020365457,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,23.58746344,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1992,8.400771732,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,20.55116633,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1993,7.822712198,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,17.99477058,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1994,7.294338842,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,15.57958753,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1995,6.804270331,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,13.72323521,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1996,6.342093301,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0.056126798,12.47657818,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1997,5.921986071,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0.361521522,11.42403339,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1998,7.102524992,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.024830586,13.34618892,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,1999,5.285844452,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0.945546453,9.900710224,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2000,5.051688315,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.131865647,9.31546652,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2001,4.844272506,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.33851184,8.832911337,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2002,4.676877321,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.443832567,8.288764991,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2003,4.554685704,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.550644432,7.819574511,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2004,4.474442073,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.722595534,7.370186861,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2005,4.43099164,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.959215917,7.02947391,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2006,4.441935612,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,2.172933817,6.755457938,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2007,4.458227551,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,2.244102602,6.776509526,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2008,4.449362746,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,2.120395338,7.053557033,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2009,4.356801887,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.932778457,7.37018959,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2010,4.197987073,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.80544492,7.419420547,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2011,3.983012501,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.666981696,7.160212704,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2012,3.729226176,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.518747332,6.662315066,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2013,3.43614248,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,1.300854849,6.273079992,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2014,3.136867042,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0.956105723,6.106510111,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2015,2.88431473,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0.454030168,6.099744511,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2016,2.683624672,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,6.153087975,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2017,2.531440703,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,6.176099052,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2018,2.408509734,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,6.25472188,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2019,2.316704587,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,6.258834045,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T14: Mortality rate age 10-14,_T: Total,2020,2.387852865,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,0,6.854520844,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1990,29.68535477,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,18.74254089,48.74214496,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1991,27.74857904,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,17.43907183,43.936767,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1992,25.88854776,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,16.2870874,39.73535767,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1993,24.16485404,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,15.23896753,35.79932334,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1994,22.49404101,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,14.2604999,32.34732724,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1995,20.94317781,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,13.3615728,29.27503356,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1996,19.43312483,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,12.62511706,26.77050108,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1997,18.06163742,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.92803394,24.56530285,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1998,18.31056571,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.71463779,25.27652235,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,1999,15.67095869,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,10.78918883,21.06420718,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2000,14.69405688,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,10.31912977,19.60232794,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2001,13.80714193,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.830550108,18.32578922,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2002,13.05831004,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.441834605,17.1551527,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2003,12.44632224,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.103043428,16.14483037,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2004,11.98739885,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,8.90580745,15.36623652,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2005,11.7138131,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,8.956707441,14.82450741,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2006,11.6703059,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.038032537,14.5626331,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2007,11.80746802,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.213679942,14.68248276,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2008,12.11154373,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.367826954,15.2686048,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2009,12.53538088,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,9.653235509,16.06080286,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2010,13.07150078,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,10.05709687,16.93547621,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2011,13.67610072,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,10.58947564,17.78932025,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2012,14.35370558,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.1015062,18.6562338,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2013,15.0748292,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.54993655,19.69888404,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2014,15.72650883,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.87477459,21.11041627,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2015,16.19853004,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.91808512,22.27761035,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2016,16.35585243,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.72108607,22.93228219,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2017,16.21458183,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.43794578,23.15155816,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2018,15.92388436,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,11.04336945,23.02198713,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2019,15.56338372,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,10.57973126,22.79216279,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY10T19: Mortality rate age 10-19,_T: Total,2020,15.31833055,,D_PER_1000_10: Deaths per 1000 children aged 10,A: Normal value,,10.2414225,22.88832581,,,,UN_IGME,,,,,,_T: Total
UNICEF:GLOBAL_DATAFLOW(1.0): Cross-sector indicators,AFG: Afghanistan,CME_MRY15T19: Mortality rate age 15-19,_T: Total,1990,20.21147126,,D_PER_1000_15: Deaths per 1000 children aged 15,A: Normal value,,13.74440942,26.9361598,,,,UN_IGME,,,,,,_T: Total
